                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 0.9684,                0.63389,                 1.0002,                0.63374,                0.24813,                0.27849,                0.17305,                 1.0651,                0.67555,                 1.0451,              0.0008812,              0.0008812,              0.0008812
                     14,                0.96047,                0.63117,                0.99873,                0.65151,                0.24955,                0.28053,                0.17747,                 1.0345,                0.65797,                 1.0258,              0.0008713,              0.0008713,              0.0008713
                     15,                0.95218,                0.62429,                0.99796,                0.65362,                0.25092,                0.28322,                0.18028,                 1.0306,                0.65333,                 1.0276,              0.0008614,              0.0008614,              0.0008614
                     16,                0.94918,                0.61888,                0.99517,                0.65844,                0.24895,                0.28138,                0.17845,                 1.0217,                0.64392,                 1.0244,              0.0008515,              0.0008515,              0.0008515
                     17,                0.94476,                0.61463,                0.99062,                 0.6741,                0.25086,                0.28176,                0.18082,                 1.0244,                0.64627,                 1.0346,              0.0008416,              0.0008416,              0.0008416
                     18,                0.93922,                0.61072,                0.99119,                0.65957,                0.25121,                0.28524,                0.18262,                 1.0109,                0.63817,                 1.0233,              0.0008317,              0.0008317,              0.0008317
                     19,                0.93174,                0.60549,                0.98713,                0.65359,                0.25621,                0.28764,                0.18716,                0.97762,                0.62049,                0.99358,              0.0008218,              0.0008218,              0.0008218
                     20,                0.93065,                 0.6063,                0.98808,                0.67073,                0.25705,                0.28762,                0.18219,                 1.0227,                0.65189,                  1.038,              0.0008119,              0.0008119,              0.0008119
                     21,                0.92543,                 0.5977,                0.98398,                0.64385,                0.26039,                0.28967,                0.18645,                 1.0021,                0.62263,                 1.0203,               0.000802,               0.000802,               0.000802
                     22,                 0.9176,                0.59191,                0.98266,                0.66687,                0.25721,                0.29074,                 0.1852,                 1.0205,                0.62665,                 1.0352,              0.0007921,              0.0007921,              0.0007921
                     23,                0.91407,                0.59185,                0.98088,                0.67638,                0.25678,                0.29009,                0.18704,                0.98555,                0.61806,                 1.0219,              0.0007822,              0.0007822,              0.0007822
                     24,                0.91128,                0.59134,                 0.9807,                 0.6508,                0.26016,                0.29097,                0.18731,                0.99385,                0.62071,                 1.0239,              0.0007723,              0.0007723,              0.0007723
                     25,                0.90605,                0.58529,                0.97845,                0.67772,                0.26013,                 0.2914,                0.18752,                0.98883,                0.61396,                 1.0083,              0.0007624,              0.0007624,              0.0007624
                     26,                0.90702,                0.58324,                0.97619,                0.66346,                0.26334,                0.29464,                0.18989,                0.98038,                0.60697,                 1.0152,              0.0007525,              0.0007525,              0.0007525
                     27,                    0.9,                0.58427,                0.97557,                0.67165,                0.26203,                0.29186,                0.18958,                0.97289,                0.60091,                 1.0084,              0.0007426,              0.0007426,              0.0007426
                     28,                0.89342,                0.57336,                0.97135,                0.64617,                0.26439,                0.29666,                0.19061,                0.99094,                0.60676,                  1.042,              0.0007327,              0.0007327,              0.0007327
                     29,                0.89032,                0.57257,                0.97017,                0.64387,                0.26494,                0.29765,                 0.1924,                0.97511,                0.60497,                 1.0096,              0.0007228,              0.0007228,              0.0007228
                     30,                0.89258,                0.57369,                0.97184,                0.70277,                0.26249,                0.29501,                0.18976,                 0.9888,                0.60939,                 1.0301,              0.0007129,              0.0007129,              0.0007129
                     31,                0.88306,                0.56715,                0.96816,                0.67841,                0.26472,                0.29893,                0.19246,                0.97468,                0.59806,                 1.0209,               0.000703,               0.000703,               0.000703
                     32,                0.88754,                0.57153,                0.96848,                0.67474,                0.26924,                0.30027,                0.19461,                0.96904,                0.59663,                 1.0104,              0.0006931,              0.0006931,              0.0006931
                     33,                 0.8807,                0.56536,                0.96571,                0.68657,                0.26716,                0.30187,                0.19782,                0.95382,                0.58531,                 1.0093,              0.0006832,              0.0006832,              0.0006832
                     34,                0.87576,                0.56187,                0.96546,                0.66562,                0.26565,                 0.2989,                0.19522,                0.95966,                0.59274,                 1.0123,              0.0006733,              0.0006733,              0.0006733
                     35,                0.87347,                0.56029,                0.96475,                0.69935,                0.26358,                0.30071,                0.19737,                0.94389,                0.58052,                0.99941,              0.0006634,              0.0006634,              0.0006634
                     36,                0.87401,                0.55753,                0.96435,                0.66186,                 0.2701,                0.30071,                0.19679,                0.94153,                0.57816,                 1.0044,              0.0006535,              0.0006535,              0.0006535
                     37,                 0.8723,                 0.5579,                0.96115,                0.68452,                0.26623,                0.30193,                0.19728,                0.95536,                0.58176,                  1.032,              0.0006436,              0.0006436,              0.0006436
                     38,                0.87074,                0.55916,                0.96334,                0.69285,                 0.2689,                0.30486,                0.19923,                0.94178,                0.57937,                0.99541,              0.0006337,              0.0006337,              0.0006337
                     39,                0.87094,                 0.5573,                0.96338,                0.66011,                0.27078,                0.30197,                0.19878,                0.93978,                0.57968,                0.99781,              0.0006238,              0.0006238,              0.0006238
                     40,                 0.8631,                0.55031,                0.95768,                0.67148,                0.26907,                 0.3031,                0.19934,                0.93932,                 0.5726,                 1.0008,              0.0006139,              0.0006139,              0.0006139
                     41,                0.85718,                0.54535,                0.95824,                0.67916,                0.26959,                0.30416,                0.19969,                0.93202,                0.57069,                0.99808,               0.000604,               0.000604,               0.000604
                     42,                0.85657,                 0.5427,                0.95527,                0.68819,                0.27001,                0.30563,                 0.2018,                0.92637,                0.56741,                0.99327,              0.0005941,              0.0005941,              0.0005941
                     43,                0.85409,                0.54095,                0.95514,                0.67587,                0.27387,                0.30489,                0.20012,                 0.9432,                0.57709,                 1.0132,              0.0005842,              0.0005842,              0.0005842
                     44,                0.85106,                0.54172,                0.95532,                0.67109,                0.27402,                0.30432,                0.20065,                 0.9343,                0.57215,                 1.0026,              0.0005743,              0.0005743,              0.0005743
                     45,                0.85199,                0.54011,                0.95491,                0.69591,                0.27376,                0.30779,                 0.2028,                0.92171,                0.56447,                0.98477,              0.0005644,              0.0005644,              0.0005644
                     46,                 0.8457,                0.53625,                0.95161,                0.67445,                0.27491,                0.30737,                0.20239,                0.92621,                0.56085,                0.99559,              0.0005545,              0.0005545,              0.0005545
                     47,                0.84572,                0.53722,                0.95341,                0.73133,                0.26878,                0.30808,                0.20407,                0.91215,                 0.5606,                0.98416,              0.0005446,              0.0005446,              0.0005446
                     48,                0.84368,                0.53562,                0.95275,                 0.6906,                0.27427,                0.30955,                0.20366,                0.92854,                0.56569,                 1.0063,              0.0005347,              0.0005347,              0.0005347
                     49,                0.84103,                0.53465,                0.95133,                0.67225,                0.27553,                0.31003,                0.20461,                0.92032,                0.56024,                0.99503,              0.0005248,              0.0005248,              0.0005248
                     50,                0.83945,                0.53055,                0.94797,                 0.6875,                0.27459,                0.30852,                0.20425,                 0.9212,                0.56335,                0.99791,              0.0005149,              0.0005149,              0.0005149
                     51,                0.83863,                0.52947,                0.94799,                0.70292,                0.27354,                0.31229,                0.20564,                0.92627,                0.56142,                 1.0043,               0.000505,               0.000505,               0.000505
                     52,                0.83556,                 0.5285,                0.95013,                0.70797,                0.27352,                0.31196,                 0.2052,                0.93067,                0.56393,                 1.0098,              0.0004951,              0.0004951,              0.0004951
                     53,                0.83097,                0.52633,                0.94995,                0.74051,                0.27235,                0.31186,                0.20648,                0.91507,                0.55525,                 1.0043,              0.0004852,              0.0004852,              0.0004852
                     54,                0.82851,                0.52337,                0.94489,                0.69966,                0.27762,                0.31197,                0.20752,                 0.9094,                0.55171,                0.99193,              0.0004753,              0.0004753,              0.0004753
                     55,                0.82718,                0.52211,                0.94392,                0.68956,                 0.2768,                 0.3126,                 0.2076,                0.91307,                0.55246,                0.99023,              0.0004654,              0.0004654,              0.0004654
                     56,                0.82564,                0.51945,                0.94418,                0.70585,                0.27448,                0.31226,                0.20642,                0.90348,                0.55041,                0.98236,              0.0004555,              0.0004555,              0.0004555
                     57,                0.82314,                 0.5186,                0.94284,                0.70196,                0.27508,                0.31391,                0.20799,                0.91051,                0.55315,                0.99133,              0.0004456,              0.0004456,              0.0004456
                     58,                0.82031,                0.51806,                 0.9419,                0.70634,                0.28001,                0.31621,                0.21008,                0.89698,                0.54827,                0.97781,              0.0004357,              0.0004357,              0.0004357
                     59,                0.81758,                0.51767,                0.94284,                0.67615,                0.27935,                0.31471,                 0.2103,                0.89518,                0.54592,                0.97839,              0.0004258,              0.0004258,              0.0004258
                     60,                0.81808,                0.51317,                0.94147,                0.71703,                 0.2782,                0.31628,                0.21045,                0.90096,                0.54282,                0.98733,              0.0004159,              0.0004159,              0.0004159
                     61,                0.81937,                 0.5156,                0.94171,                0.70031,                0.27909,                 0.3141,                 0.2106,                0.88869,                0.53925,                0.97397,               0.000406,               0.000406,               0.000406
                     62,                0.80882,                0.50894,                 0.9391,                0.71671,                0.27742,                0.31766,                0.21157,                0.89251,                0.54043,                0.98173,              0.0003961,              0.0003961,              0.0003961
                     63,                0.81135,                0.51081,                0.94042,                0.71212,                 0.2816,                 0.3189,                0.21305,                0.88856,                0.53695,                0.97669,              0.0003862,              0.0003862,              0.0003862
                     64,                0.81469,                0.51167,                0.94089,                0.69683,                0.28159,                0.31746,                0.21177,                0.89553,                0.54157,                0.99108,              0.0003763,              0.0003763,              0.0003763
                     65,                0.80874,                0.50764,                0.93802,                0.71548,                0.27939,                0.31767,                0.21191,                0.89769,                0.54049,                0.98927,              0.0003664,              0.0003664,              0.0003664
                     66,                0.80269,                0.50524,                0.93791,                0.71204,                0.28141,                0.31915,                0.21305,                0.89227,                0.53883,                0.98699,              0.0003565,              0.0003565,              0.0003565
                     67,                0.80719,                0.50624,                0.93763,                0.72606,                0.27919,                0.31889,                0.21366,                0.88511,                0.53466,                0.98015,              0.0003466,              0.0003466,              0.0003466
                     68,                0.79502,                 0.4977,                0.93418,                0.70411,                0.28221,                0.31991,                 0.2142,                0.88476,                0.53363,                0.98047,              0.0003367,              0.0003367,              0.0003367
                     69,                0.79603,                0.49965,                0.93313,                0.72218,                0.27827,                0.32039,                0.21392,                0.89114,                0.53498,                0.98919,              0.0003268,              0.0003268,              0.0003268
                     70,                0.79467,                0.49783,                0.93433,                 0.7075,                0.28252,                0.32145,                0.21465,                0.88397,                0.53113,                0.98577,              0.0003169,              0.0003169,              0.0003169
                     71,                0.79325,                0.49527,                0.93099,                0.68615,                  0.285,                0.32016,                 0.2139,                0.88696,                0.53115,                0.98375,               0.000307,               0.000307,               0.000307
                     72,                0.79196,                0.49437,                0.93168,                0.69955,                0.28475,                0.32222,                0.21522,                0.88751,                  0.534,                0.98463,              0.0002971,              0.0002971,              0.0002971
                     73,                0.79182,                0.49536,                 0.9321,                 0.7442,                0.28043,                  0.322,                0.21461,                0.88343,                 0.5317,                0.98442,              0.0002872,              0.0002872,              0.0002872
                     74,                 0.7827,                0.48872,                0.92916,                0.73209,                0.28192,                0.32265,                0.21593,                0.88004,                0.53091,                0.98073,              0.0002773,              0.0002773,              0.0002773
                     75,                0.78805,                0.49146,                0.93027,                0.71072,                0.28285,                0.32178,                0.21514,                0.88129,                 0.5297,                0.98011,              0.0002674,              0.0002674,              0.0002674
                     76,                0.78007,                0.48619,                0.92831,                0.72628,                0.28349,                0.32248,                0.21579,                0.87783,                0.52733,                0.98195,              0.0002575,              0.0002575,              0.0002575
                     77,                0.78205,                0.48685,                0.92711,                 0.7159,                0.28672,                0.32337,                0.21612,                0.87997,                0.53021,                0.97984,              0.0002476,              0.0002476,              0.0002476
                     78,                0.77654,                0.48485,                0.92694,                0.70887,                0.28506,                0.32326,                0.21661,                0.87972,                0.52712,                0.98237,              0.0002377,              0.0002377,              0.0002377
                     79,                  0.773,                0.48252,                0.92546,                 0.7329,                0.28216,                0.32353,                 0.2173,                0.87562,                0.52551,                0.97992,              0.0002278,              0.0002278,              0.0002278
                     80,                0.77358,                0.48144,                0.92608,                0.70303,                 0.2842,                0.32378,                0.21757,                 0.8787,                 0.5274,                0.98477,              0.0002179,              0.0002179,              0.0002179
                     81,                0.77551,                0.48293,                0.92535,                0.71418,                0.28566,                0.32384,                0.21745,                0.87674,                0.52493,                0.98245,               0.000208,               0.000208,               0.000208
                     82,                0.77092,                0.48037,                0.92415,                0.70967,                0.28468,                0.32506,                0.21769,                0.87567,                0.52443,                0.98149,              0.0001981,              0.0001981,              0.0001981
                     83,                0.76994,                0.47762,                0.92319,                0.71954,                0.28591,                0.32581,                0.21831,                0.87504,                0.52491,                0.98444,              0.0001882,              0.0001882,              0.0001882
                     84,                0.76132,                0.47485,                0.92443,                0.72674,                 0.2872,                0.32661,                0.21929,                 0.8653,                0.52304,                0.97402,              0.0001783,              0.0001783,              0.0001783
                     85,                 0.7611,                0.47396,                0.92133,                 0.7289,                0.28472,                 0.3259,                0.21873,                  0.867,                0.52319,                0.97753,              0.0001684,              0.0001684,              0.0001684
                     86,                0.76054,                0.47245,                0.92155,                0.72592,                0.28735,                0.32767,                 0.2199,                0.86445,                0.51908,                0.97838,              0.0001585,              0.0001585,              0.0001585
                     87,                0.76048,                0.47256,                0.92191,                0.72926,                0.28618,                0.32828,                0.21993,                0.86402,                0.51772,                0.97573,              0.0001486,              0.0001486,              0.0001486
                     88,                0.76101,                0.47412,                0.92359,                0.71978,                0.28861,                0.32727,                0.21976,                0.86685,                0.51895,                  0.981,              0.0001387,              0.0001387,              0.0001387
                     89,                0.75249,                 0.4672,                0.91903,                0.72322,                0.28763,                0.32788,                0.22031,                0.86466,                0.51851,                0.97564,              0.0001288,              0.0001288,              0.0001288
                     90,                0.75474,                0.46845,                0.91956,                0.72259,                 0.2889,                0.32768,                0.22048,                0.86461,                0.51741,                0.97521,              0.0001189,              0.0001189,              0.0001189
                     91,                0.78511,                0.47185,                0.91326,                 0.7193,                0.28655,                 0.3253,                0.21843,                0.86298,                0.51861,                0.96443,               0.000109,               0.000109,               0.000109
                     92,                0.77884,                 0.4668,                0.90867,                0.71845,                0.28586,                0.32571,                0.21931,                0.85957,                0.51825,                0.96214,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.77191,                0.46404,                0.90786,                  0.723,                0.28584,                0.32661,                0.21985,                0.85561,                0.51628,                0.96072,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.76948,                0.46121,                0.90563,                0.71112,                0.28568,                0.32607,                0.21998,                0.85568,                0.51474,                0.96269,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.76146,                0.45732,                0.90568,                0.72902,                0.28552,                0.32783,                0.22061,                0.85488,                0.51317,                0.96214,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.75818,                0.45479,                0.90494,                0.73509,                0.28618,                 0.3282,                0.22103,                0.85453,                0.51311,                0.96436,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.75647,                0.45216,                0.90115,                0.73867,                0.28523,                 0.3287,                0.22163,                0.85449,                0.51206,                0.96836,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.75559,                0.45101,                0.90446,                0.74429,                0.28557,                0.32926,                0.22214,                0.85409,                0.51256,                0.96841,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.75264,                0.45213,                0.90146,                0.74797,                0.28561,                0.32972,                0.22232,                0.85483,                 0.5124,                0.97089,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.75086,                0.44771,                0.90064,                 0.7377,                0.28608,                0.33007,                0.22245,                0.85395,                0.51153,                0.97082,               1.99e-05,               1.99e-05,               1.99e-05
