                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.98926,                0.66191,                 1.0149,                 0.6623,                0.24642,                0.28261,                0.18097,                 1.0058,                 0.6522,                 1.0262,              0.0032898,              0.0032898,              0.0032898
                     42,                0.97665,                 0.6536,                 1.0114,                0.64368,                0.25248,                0.28201,                0.17977,                 1.0014,                0.64743,                 1.0177,              0.0032155,              0.0032155,              0.0032155
                     43,                0.98025,                0.65513,                 1.0092,                0.62244,                0.25462,                0.27926,                 0.1793,                0.99152,                0.64566,                 1.0017,              0.0031405,              0.0031405,              0.0031405
                     44,                0.97754,                0.65503,                 1.0131,                0.63859,                0.25381,                 0.2824,                0.17817,                  1.023,                0.66421,                 1.0452,              0.0030649,              0.0030649,              0.0030649
                     45,                0.97919,                0.65611,                 1.0136,                0.66333,                0.25057,                0.28412,                0.18138,                 1.0194,                0.65225,                 1.0234,              0.0029888,              0.0029888,              0.0029888
                     46,                0.97252,                0.65016,                 1.0092,                 0.6999,                0.25168,                0.28499,                0.18263,                 1.0012,                0.64482,                  1.027,              0.0029122,              0.0029122,              0.0029122
                     47,                0.97481,                0.65012,                 1.0089,                0.65395,                0.25294,                0.28245,                0.18042,                0.99926,                0.65794,                 1.0309,              0.0028352,              0.0028352,              0.0028352
                     48,                0.96638,                0.64459,                 1.0041,                0.66374,                0.25051,                0.28316,                0.18169,                 1.0037,                0.63776,                 1.0347,              0.0027579,              0.0027579,              0.0027579
                     49,                0.96595,                0.64701,                  1.007,                0.70054,                0.25167,                0.28621,                0.18428,                0.99132,                0.64084,                 1.0171,              0.0026804,              0.0026804,              0.0026804
                     50,                0.95222,                0.63334,                 1.0007,                0.70006,                0.25264,                0.28796,                0.18596,                0.98741,                0.63665,                 1.0269,              0.0026027,              0.0026027,              0.0026027
                     51,                 0.9563,                0.63748,                  1.003,                0.65877,                0.25268,                0.28283,                 0.1833,                 0.9759,                0.62822,                 1.0047,               0.002525,               0.002525,               0.002525
                     52,                0.94141,                0.62769,                 1.0013,                0.66307,                0.25505,                0.28796,                0.18638,                  0.977,                0.62517,                 1.0118,              0.0024473,              0.0024473,              0.0024473
                     53,                0.94164,                0.62783,                0.99734,                0.69477,                0.25327,                0.28581,                0.18464,                0.98179,                0.62588,                 1.0163,              0.0023696,              0.0023696,              0.0023696
                     54,                0.93748,                0.62193,                0.99491,                0.66444,                0.25508,                 0.2886,                0.18692,                0.97427,                0.62643,                 1.0161,              0.0022921,              0.0022921,              0.0022921
                     55,                0.93958,                0.62282,                0.99568,                0.70098,                0.25704,                0.28988,                0.18806,                0.96771,                 0.6204,                 1.0117,              0.0022148,              0.0022148,              0.0022148
                     56,                0.93443,                0.62159,                0.99532,                0.67689,                0.25467,                0.28963,                0.18756,                0.96168,                0.61539,                 1.0074,              0.0021378,              0.0021378,              0.0021378
                     57,                0.92484,                  0.616,                0.99448,                0.66892,                0.26135,                0.29202,                0.19031,                0.94927,                0.60704,                0.99607,              0.0020612,              0.0020612,              0.0020612
                     58,                 0.9272,                0.61305,                0.99432,                0.68446,                0.25612,                0.29115,                0.19089,                0.94982,                0.60723,                0.99835,              0.0019851,              0.0019851,              0.0019851
                     59,                0.92592,                0.61326,                0.99414,                0.65066,                0.26125,                0.29502,                0.19354,                0.93156,                0.60132,                0.98491,              0.0019095,              0.0019095,              0.0019095
                     60,                0.91071,                0.60607,                0.98785,                0.68614,                 0.2596,                0.29133,                0.19032,                0.93982,                0.60236,                 0.9977,              0.0018345,              0.0018345,              0.0018345
                     61,                0.90391,                0.59636,                0.98478,                0.68969,                0.25897,                0.29557,                0.19405,                0.93763,                0.59459,                0.99074,              0.0017602,              0.0017602,              0.0017602
                     62,                0.90273,                0.59604,                0.98497,                0.68999,                0.25625,                 0.2938,                0.19135,                0.95681,                0.60846,                 1.0175,              0.0016866,              0.0016866,              0.0016866
                     63,                0.90043,                0.59617,                0.98356,                0.69312,                0.25932,                0.29533,                0.19369,                0.93228,                0.59371,                0.99338,              0.0016139,              0.0016139,              0.0016139
                     64,                0.89923,                0.59482,                 0.9842,                0.66277,                0.26236,                0.29388,                 0.1924,                0.93697,                0.59416,                0.99679,              0.0015421,              0.0015421,              0.0015421
                     65,                0.89284,                0.58877,                 0.9819,                0.66887,                0.26264,                0.29802,                0.19685,                0.91557,                0.58177,                0.97907,              0.0014712,              0.0014712,              0.0014712
                     66,                0.88561,                 0.5821,                0.97873,                0.70644,                0.25964,                0.29808,                0.19655,                0.92248,                0.58596,                 0.9912,              0.0014014,              0.0014014,              0.0014014
                     67,                0.87909,                0.57767,                0.97687,                0.66344,                0.26402,                0.29953,                0.19798,                0.90866,                0.58218,                0.98305,              0.0013327,              0.0013327,              0.0013327
                     68,                0.87831,                 0.5786,                0.97701,                0.68867,                 0.2644,                0.30033,                0.19829,                0.91656,                0.57909,                0.99761,              0.0012651,              0.0012651,              0.0012651
                     69,                0.87504,                0.57736,                0.97579,                0.70323,                0.26101,                0.30109,                0.19934,                0.91247,                0.57802,                0.98361,              0.0011988,              0.0011988,              0.0011988
                     70,                0.86917,                0.57127,                0.97356,                0.68055,                0.26193,                0.30225,                0.20001,                0.90572,                0.57387,                0.98122,              0.0011338,              0.0011338,              0.0011338
                     71,                0.86495,                0.56964,                0.96964,                0.68635,                 0.2623,                0.30181,                0.20068,                0.90011,                 0.5723,                0.97753,              0.0010702,              0.0010702,              0.0010702
                     72,                0.86308,                0.56566,                0.97292,                0.68495,                0.26878,                0.30351,                  0.201,                0.89767,                 0.5682,                0.97976,              0.0010081,              0.0010081,              0.0010081
                     73,                0.85946,                0.56341,                0.97333,                0.69229,                0.26571,                0.30445,                0.20261,                0.89848,                 0.5683,                0.97963,             0.00094738,             0.00094738,             0.00094738
                     74,                0.85164,                0.55681,                0.96692,                0.70563,                0.26743,                0.30493,                0.20192,                0.90278,                0.56691,                0.98366,             0.00088825,             0.00088825,             0.00088825
                     75,                0.84525,                0.55278,                0.96507,                0.68157,                0.26939,                0.30659,                0.20257,                0.90253,                0.56826,                 0.9881,             0.00083075,             0.00083075,             0.00083075
                     76,                0.84146,                0.55083,                0.96294,                0.68819,                0.26745,                 0.3066,                0.20385,                0.89362,                0.56245,                0.98106,             0.00077491,             0.00077491,             0.00077491
                     77,                0.83558,                0.54586,                 0.9628,                0.70027,                0.26919,                0.30807,                0.20448,                0.89536,                0.56219,                0.98278,              0.0007208,              0.0007208,              0.0007208
                     78,                0.83362,                0.54283,                0.96197,                0.69403,                0.26926,                0.30734,                0.20518,                0.88313,                0.55801,                0.97677,             0.00066848,             0.00066848,             0.00066848
                     79,                0.82572,                0.53915,                0.95758,                0.69446,                0.26995,                0.30775,                0.20598,                0.87681,                0.55551,                0.97515,             0.00061798,             0.00061798,             0.00061798
                     80,                0.82249,                0.53469,                0.95768,                 0.6833,                0.27287,                0.30951,                0.20705,                0.87226,                0.54861,                 0.9684,             0.00056937,             0.00056937,             0.00056937
                     81,                 0.8152,                0.53193,                0.95581,                0.68971,                0.27373,                0.31086,                0.20715,                 0.8731,                 0.5504,                0.97029,             0.00052268,             0.00052268,             0.00052268
                     82,                0.80901,                0.52674,                0.95525,                0.69117,                0.27431,                0.31302,                0.20926,                0.87419,                0.54719,                0.97326,             0.00047798,             0.00047798,             0.00047798
                     83,                0.80646,                 0.5229,                0.95326,                0.70319,                0.27242,                0.31319,                 0.2099,                0.86995,                0.54315,                0.97507,             0.00043529,             0.00043529,             0.00043529
                     84,                0.80388,                 0.5198,                0.95139,                0.69388,                0.27315,                0.31296,                0.21053,                0.86365,                0.54129,                0.97295,             0.00039466,             0.00039466,             0.00039466
                     85,                0.80126,                0.52081,                0.95171,                0.69842,                0.27496,                0.31352,                0.21077,                 0.8633,                 0.5399,                0.97025,             0.00035614,             0.00035614,             0.00035614
                     86,                0.79728,                0.51446,                0.94927,                0.69124,                0.27523,                0.31432,                0.21141,                  0.862,                 0.5392,                0.97118,             0.00031976,             0.00031976,             0.00031976
                     87,                 0.7947,                0.51143,                0.94777,                0.70012,                0.27596,                0.31551,                0.21188,                0.86181,                 0.5363,                0.97056,             0.00028555,             0.00028555,             0.00028555
                     88,                0.78739,                0.51018,                0.94931,                0.70922,                0.27419,                0.31524,                0.21182,                0.85986,                  0.535,                0.97142,             0.00025356,             0.00025356,             0.00025356
                     89,                0.78536,                0.50685,                0.94764,                0.68978,                0.27644,                0.31677,                0.21269,                0.86201,                0.53582,                 0.9737,              0.0002238,              0.0002238,              0.0002238
                     90,                0.78261,                0.50262,                0.94256,                0.71139,                0.27605,                0.31868,                0.21409,                  0.862,                0.53418,                0.97855,             0.00019632,             0.00019632,             0.00019632
                     91,                  0.819,                0.51384,                0.94615,                0.69738,                0.27339,                0.31371,                0.21138,                0.86734,                0.54077,                0.97936,             0.00017114,             0.00017114,             0.00017114
                     92,                0.80223,                0.49911,                0.94005,                 0.7021,                0.27419,                0.31711,                0.21358,                 0.8596,                0.53778,                0.97045,             0.00014827,             0.00014827,             0.00014827
                     93,                0.79729,                0.49677,                 0.9383,                0.70802,                0.27501,                0.31656,                0.21332,                0.85549,                0.53426,                0.96786,             0.00012776,             0.00012776,             0.00012776
                     94,                0.79196,                0.49395,                0.93524,                0.69102,                0.27652,                0.31905,                0.21486,                0.85224,                0.53183,                0.96817,             0.00010961,             0.00010961,             0.00010961
                     95,                 0.7861,                0.49061,                0.93534,                 0.7069,                0.27698,                0.31988,                0.21579,                0.84922,                0.52944,                0.96623,             9.3839e-05,             9.3839e-05,             9.3839e-05
                     96,                0.78183,                0.48762,                 0.9348,                0.70432,                0.27639,                 0.3215,                0.21692,                0.84776,                0.52777,                0.96569,             8.0471e-05,             8.0471e-05,             8.0471e-05
                     97,                0.77988,                0.48675,                0.93141,                0.69914,                0.27872,                0.32186,                0.21671,                0.84782,                0.52691,                0.96728,             6.9516e-05,             6.9516e-05,             6.9516e-05
                     98,                0.77937,                0.48417,                0.93306,                0.70098,                0.27798,                0.32232,                0.21732,                0.84719,                 0.5262,                0.96918,             6.0984e-05,             6.0984e-05,             6.0984e-05
                     99,                0.78142,                0.48394,                0.93257,                0.70212,                0.27746,                0.32241,                 0.2173,                 0.8464,                0.52519,                0.96905,             5.4884e-05,             5.4884e-05,             5.4884e-05
                    100,                0.77874,                0.48322,                0.93067,                0.70204,                0.27789,                0.32265,                0.21739,                0.84731,                0.52576,                0.97066,             5.1221e-05,             5.1221e-05,             5.1221e-05
